imgid,title,genres
68732,Images,Drama|Horror
83906,Eureka,Drama|Thriller
110722,Oleanna,Drama|Thriller
99242,Chattahoochee,Biography|Drama
94169,Tough Guys Don't Dance,Comedy|Crime|Drama
108320,There Goes My Baby,Comedy|Drama
76271,Kingdom of the Spiders,Horror|Sci-Fi
66344,Scrooge,Drama|Family|Fantasy
104695,Leap of Faith,Comedy|Drama|Romance
104321,"Gas, Food Lodging",Drama|Romance
61809,In Cold Blood,Biography|Crime|Drama
92717,Campus Man,Comedy
58962,The Bedford Incident,Drama|Thriller
216578,Murderous Maids,Biography|Crime|Drama
35575,Yankee Doodle Dandy,Biography|Drama|Musical
107692,Ninja Scroll,Animation|Action|Adventure
56291,Knife in the Water,Drama|Thriller
33532,The Devil and Daniel Webster,Comedy|Drama|Fantasy
102460,Mobsters,Crime|Drama
284478,Charlotte Sometimes,Drama|Romance
313443,Out of Time,Crime|Drama|Mystery
332379,School of Rock,Comedy|Family|Music
380275,Concert for George,Documentary|Music
314039,The Event,Drama
336910,9 Dead Gay Guys,Comedy|Crime
340377,The Station Agent,Comedy|Drama
335563,Wonderland,Crime|Drama|Mystery
340468,íînibus 174,Documentary|Crime
327056,Mystic River,Crime|Drama|Mystery
326900,Good Boy!,Comedy|Drama|Family
138524,Intolerable Cruelty,Comedy|Crime|Romance
266697,Kill Bill: Vol. 1,Action|Crime|Thriller
342300,Dopamine,Comedy|Drama|Romance
322289,La fleur du mal,Drama
339071,Girls Will Be Girls,Comedy|Romance
287364,Porn Theater,Drama
313542,Runaway Jury,Drama|Thriller
324216,The Texas Chainsaw Massacre,Horror
311648,Pieces of April,Comedy|Drama
339579,Returner,Action|Adventure|Sci-Fi
325055,Sylvia,Biography|Drama|Romance
312549,Veronica Guerin,Biography|Crime|Drama
199626,In the Cut,Mystery|Thriller
294357,Beyond Borders,Adventure|Drama|Romance
316465,Radio,Biography|Drama|Sport
306047,Scary Movie 3,Comedy
328880,Brother Bear,Animation|Adventure|Comedy
363589,Elephant,Crime|Drama|Thriller
251110,Gypsy 83,Drama|Romance
314676,The Singing Detective,Comedy|Crime|Musical
64505,The Italian Job,Action|Comedy|Crime
87464,Impulse,Horror|Mystery|Sci-Fi
338290,Normal,Drama
90015,Shoah,Documentary|History|War
219374,Unconditional Love,Comedy|Drama|Musical
313670,Sweet Sixteen,Crime|Drama
92532,Alien from L.A.,Adventure|Comedy|Sci-Fi
75765,Black Sunday,Action|Drama|Thriller
102432,Men of Respect,Drama|Crime|Thriller
165832,Interstate 60: Episodes of the Road,Adventure|Comedy|Drama
105480,Storyville,Drama|Mystery|Thriller
90151,That Was Then... This Is Now,Crime|Drama
110044,Holy Matrimony,Comedy|Crime
50197,The Black Scorpion,Horror|Sci-Fi
325655,Gin gwai,Drama|Horror|Thriller
38661,The Jolson Story,Biography|Drama|Music
34409,You'll Never Get Rich,Comedy|Musical|Romance
71519,Frankenstein and the Monster from Hell,Horror
119935,Preaching to the Perverted,Comedy|Drama
99250,Chicago Joe and the Showgirl,Crime|Drama|Romance
95916,Promised Land,Drama
48956,Aparajito,Drama
67204,The Hired Hand,Drama|Western
65531,Le Cercle Rouge,Crime|Drama|Thriller
75902,Czlowiek z marmuru,Drama
35318,Sherlock Holmes and the Voice of Terror,Crime|Thriller|Mystery
36348,Sherlock Holmes Faces Death,Crime|Mystery|Romance
36349,Sherlock Holmes in Washington,Mystery
49777,The Solid Gold Cadillac,Comedy|Romance
308383,The Human Stain,Drama|Romance|Thriller
322023,"Die, Mommie, Die!",Comedy
261652,Dirt,Comedy|Crime
368745,Girlhood,Documentary|Crime
339607,Mail Order Bride,Comedy
323944,Shattered Glass,Drama|History
271809,Suspended Animation,Thriller
363510,The Revolution Will Not Be Televised,Documentary
319343,Elf,Comedy|Family|Fantasy
265803,Anything But Love,Musical|Romance
379713,Billabong Odyssey,Documentary|Action|Adventure
155722,Gloomy Sunday,Romance|Drama
337961,Dans ma peau,Drama|Horror
380473,Just an American Boy,Documentary
314331,Love Actually,Comedy|Drama|Romance
330247,Dí©fense d'aimer,Drama
101862,Father of the Bride,Comedy|Family|Romance
373175,My Architect,Documentary|Biography
318155,Looney Tunes: Back in Action,Animation|Action|Adventure
311113,Master and Commander: The Far Side of the World,Action|Adventure|Drama
343121,Tupac: Resurrection,Documentary|Biography|Music
321442,The Big Empty,Comedy|Drama|Mystery
338188,The Missing,Adventure|Thriller|Western
312528,The Cat in the Hat,Adventure|Comedy|Family
348836,Gothika,Horror|Mystery|Thriller
315733,21 Grams,Crime|Drama|Thriller
338135,The Barbarian Invasions,Comedy|Crime|Drama
169624,Blindness,Drama
333764,Lan se da men,Drama|Romance
307987,Bad Santa,Comedy|Crime|Drama
338094,The Haunted Mansion,Comedy|Family|Fantasy
300556,Timeline,Action|Adventure|Sci-Fi
97839,Marquis,Animation|Comedy
104237,Damage,Drama|Romance
334029,OT: Our Town,Documentary
293088,Devil's Playground,Documentary
88987,Dance with a Stranger,Biography|Crime|Drama
312848,Journeys with George,Documentary
99365,Darkman,Action|Crime|Fantasy
37635,Dead of Night,Fantasy|Horror
109575,Death Machine,Action|Horror|Sci-Fi
50307,Desk Set,Comedy|Romance
101829,Europa,Drama|Thriller
118125,The Watermelon Woman,Drama
104265,Final Analysis,Drama|Thriller
99615,The Freshman,Comedy|Crime
119167,Funny Games,Crime|Drama|Horror
69341,Tales from the Crypt,Horror
102526,New Jack City,Action|Crime|Drama
102943,Slacker,Comedy|Drama
86567,WarGames,Sci-Fi|Thriller
56255,Mr. Hobbs Takes a Vacation,Comedy|Family
48452,Ordet,Drama|Fantasy
43686,Forbidden Games,Drama|War
36969,Jane Eyre,Drama|Romance
27075,A Tale of Two Cities,Drama|History|Romance
19254,The Passion of Joan of Arc,Biography|Drama|History
16641,Ben-Hur: A Tale of the Christ,Adventure|Drama|Romance
10323,The Cabinet of Dr. Caligari,Fantasy|Horror|Mystery
9968,Broken Blossoms or The Yellow Man and the Girl,Drama|Romance
85615,Gorky Park,Crime|Drama|Mystery
79240,The Great Train Robbery,Adventure|Crime|Drama
87365,"Greystoke: The Legend of Tarzan, Lord of the Apes",Adventure|Drama
109951,Guarding Tess,Comedy|Drama
91167,Hannah and Her Sisters,Comedy|Drama
102004,The Hard Way,Action|Comedy|Crime
104427,Hoffa,Biography|Crime|Drama
107148,House of Cards,Drama
104452,HouseSitter,Comedy|Romance
102070,Hudson Hawk,Action|Adventure|Comedy
77745,Invasion of the Body Snatchers,Horror|Sci-Fi
102181,Kafka,Drama|Mystery|Sci-Fi
99938,Kindergarten Cop,Comedy
102216,King Ralph,Comedy|Romance
102266,The Last Boy Scout,Action|Thriller
70849,Ultimo tango a Parigi,Drama
104756,Lorenzo's Oil,Drama
101316,The Lover,Biography|Drama|Romance
91495,Matador,Drama|Thriller
100201,Mr. Destiny,Comedy|Fantasy|Romance
48424,The Night of the Hunter,Crime|Drama|Film-Noir
102598,Only the Lonely,Comedy|Romance
93692,Over the Top,Action|Drama|Sport
105104,Passenger 57,Action|Crime|Thriller
100404,Presumed Innocent,Mystery|Thriller
93793,Project X,Comedy|Drama|Sci-Fi
102721,Proof,Drama|Romance
102729,Pure Luck,Comedy|Crime|Mystery
266308,Battle Royale,Adventure|Drama|Sci-Fi
107156,The Wedding Banquet,Comedy|Drama|Romance
73650,"Salí_, or the 120 Days of Sodom",Drama|War
102443,A Midnight Clear,Drama|War
94072,Summer School,Comedy|Romance
90022,Silverado,Action|Crime|Drama
100449,Quick Change,Comedy|Crime
76590,Rabid,Horror|Sci-Fi
105211,Radio Flyer,Drama
107927,The Real McCoy,Crime|Drama|Thriller
100485,Revenge,Action|Crime|Drama
93936,The Secret of My Succe$s,Comedy|Romance
88194,Streets of Fire,Action|Crime|Drama
90142,Teen Wolf,Comedy|Fantasy
103030,High Heels,Comedy|Drama|Romance
210358,Things You Can Tell Just by Looking at Her,Drama|Romance
105585,Thunderheart,Crime|Mystery|Thriller
111477,Trapped in Paradise,Adventure|Comedy|Crime
90563,Betty Blue,Drama|Romance
56663,My Life to Live,Drama
100935,Wild at Heart,Comedy|Crime|Drama
100944,The Witches,Adventure|Comedy|Fantasy
94332,The Witches of Eastwick,Comedy|Fantasy|Horror
90350,Year of the Dragon,Action|Crime|Drama
119807,Nothing to Lose,Action|Adventure|Comedy
24025,Flying Down to Rio,Comedy|Musical|Romance
27630,Follow the Fleet,Comedy|Musical|Romance
59903,What's New Pussycat,Comedy
27948,Mary of Scotland,Biography|Drama|History
26942,Roberta,Comedy|Musical|Romance
41594,Little Women,Drama|Family|Romance
28333,Swing Time,Comedy|Musical|Romance
26714,A Midsummer Night's Dream,Comedy|Fantasy|Romance
39566,Life with Father,Comedy
37120,National Velvet,Drama|Family|Sport
70239,Jesus Christ Superstar,Drama|History|Musical
31210,Dark Victory,Drama|Romance
55798,Birdman of Alcatraz,Biography|Drama
68182,"Aguirre, the Wrath of God",Adventure|Biography|Drama
38348,Beauty and the Beast,Drama|Fantasy|Romance
4972,The Birth of a Nation,Drama|History|War
107358,Lan feng zheng,Drama
59229,Juliet of the Spirits,Comedy|Drama|Fantasy
54632,Last Year at Marienbad,Drama|Mystery
67372,Macbeth,Biography|Drama|History
40724,Red River,Action|Adventure|Romance
72417,A Woman Under the Influence,Drama|Romance
31971,Stagecoach,Adventure|Western
58586,A Shot in the Dark,Comedy|Crime|Mystery
15163,The Navigator,Action|Comedy|Romance
49096,The Court Jester,Adventure|Comedy|Family
62765,Bullitt,Action|Crime|Mystery
11841,Way Down East,Drama|Romance
30287,Jezebel,Drama|Romance
31455,The Hunchback of Notre Dame,Drama|Romance
24034,42nd Street,Comedy|Musical|Romance
24166,I'm No Angel,Comedy|Musical|Romance
56575,That Touch of Mink,Comedy|Romance
90110,Sweet Dreams,Biography|Drama|Music
69097,"Play It Again, Sam",Comedy|Romance
58571,Send Me No Flowers,Comedy|Drama|Romance
30637,Pygmalion,Comedy|Drama|Romance
87892,A Passage to India,Adventure|Drama|History
53146,Black Orpheus,Drama|Fantasy|Music
71129,Amarcord,Comedy|Drama
299977,Ying xiong,Action|Adventure|History
23027,Horse Feathers,Comedy|Musical|Romance
26071,Anna Karenina,Drama|Romance
71524,The Front Page,Comedy|Drama|Romance
238627,Attraction,Drama|Romance|Thriller
76327,Looking for Mr. Goodbar,Drama|Romance
307385,Rivers and Tides,Documentary
240149,The Girl from Paris,Comedy|Drama
42949,Seven Days to Noon,Thriller|Drama
87544,Nausicaí_ of the Valley of the Wind,Animation|Adventure|Fantasy
104027,CrissCross,Crime|Drama
101745,Doc Hollywood,Comedy|Drama|Romance
92925,Dragnet,Comedy|Crime
100087,Madhouse,Comedy
78723,1941,Action|Comedy|War
193854,A Shot at Glory,Drama|Sport
74972,Black and White in Color,Comedy|Drama|War
77578,Foul Play,Comedy|Mystery|Thriller
108656,Cung on zo,Action|Crime|Drama
114086,Al di líæ delle nuvole,Drama|Romance
140384,Blind Beast,Drama|Horror
66319,Ryan's Daughter,Drama|Romance
61328,Accident,Drama|Crime
101529,Cabeza de Vaca,Adventure|Drama|History
59043,The Collector,Drama|Thriller
73582,Deep Red,Horror|Mystery|Thriller
46911,Diabolique,Crime|Drama|Horror
107387,Leprechaun,Comedy|Fantasy|Horror
93207,Wings of Honneamise,Animation|Drama|Sci-Fi
99316,Crazy People,Comedy
326820,DarkWolf,Horror
41090,Adam's Rib,Comedy|Drama|Romance
60908,King of Hearts,Drama|Comedy|War
102511,Naked Lunch,Drama
214730,Grass,Documentary|History
156096,Spring Forward,Drama
74749,The Killing of a Chinese Bookie,Crime|Drama|Thriller
28358,Things to Come,Drama|Sci-Fi|War
98153,Queen of Hearts,Comedy
59084,Darling,Drama|Romance
53320,A Summer Place,Drama|Romance
85935,Metalstorm: The Destruction of Jared-Syn,Adventure|Sci-Fi|Action
54389,Shoot the Piano Player,Crime|Drama|Thriller
62695,Stolen Kisses,Comedy|Drama|Romance
318374,The Cooler,Crime|Drama|Fantasy
315850,El bonaerense,Crime|Drama
298845,In America,Drama
354696,The Legend of Leigh Bowery,Documentary
342804,My Flesh and Blood,Documentary
322589,Honey,Drama|Music|Romance
325710,The Last Samurai,Action|Drama|History
329094,Forget Baghdad: Jews and Arabs - The Iraqi Connection,Documentary
348862,Prisoner of Paradise,Documentary|Biography
343172,What Alice Found,Crime|Drama
319061,Big Fish,Adventure|Drama|Fantasy
337592,Love Don't Cost a Thing,Comedy|Romance|Drama
337741,Something's Gotta Give,Comedy|Drama|Romance
338466,Stuck on You,Comedy
335119,Girl with a Pearl Earring,Biography|Drama|Romance
340376,The Statement,Thriller|Drama
304415,Mona Lisa Smile,Drama
337909,Calendar Girls,Comedy|Drama
317910,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,Documentary|Biography|History
317640,The Hebrew Hammer,Comedy
315983,House of Sand and Fog,Drama
304857,Two Men Went to War,Comedy|War|Drama
340855,Monster,Biography|Crime|Drama
349205,Cheaper by the Dozen,Comedy|Family
159365,Cold Mountain,Adventure|Drama|History
338337,Paycheck,Action|Mystery|Sci-Fi
316396,Peter Pan,Adventure|Family|Fantasy
335013,The Company,Drama|Music|Romance
318850,The Young Black Stallion,Adventure|Family|Drama
304229,Japanese Story,Drama|Romance
287963,Choses secríÂtes,Comedy|Drama|Fantasy
360139,Chasing Liberty,Comedy|Romance
332712,My Baby's Daddy,Comedy
364930,Aileen: Life and Death of a Serial Killer,Documentary|Crime
343135,Along Came Polly,Comedy|Romance
350194,Teacher's Pet,Animation|Family|Comedy
329691,Torque,Action|Comedy|Crime
371280,Talaye sorkh,Drama|Thriller
368913,Osama,Drama
71577,The Great Gatsby,Drama|Romance
104181,Wuthering Heights,Drama|History|Romance
53133,Odds Against Tomorrow,Crime|Drama|Thriller
59712,Ship of Fools,Drama|Romance|War
60636,Lord Love a Duck,Comedy|Drama|Romance
66449,There's a Girl in My Soup,Comedy|Romance
61089,This Property Is Condemned,Drama|Romance
93828,Real Men,Action|Comedy|Sci-Fi
101625,Once Upon a Crime...,Comedy|Crime|Mystery
92646,Beyond Therapy,Comedy
94819,Buster,Adventure|Biography|Comedy
109376,"Car 54, Where Are You?",Comedy
65911,Jane Eyre,Drama
103827,Blame It on the Bellboy,Comedy
107750,Only the Strong,Action|Drama
98987,The Adventures of Ford Fairlane,Action|Adventure|Comedy
51429,Bonjour Tristesse,Drama|Romance
43503,The Enforcer,Crime|Film-Noir|Thriller
42727,The Men,Drama
73796,The Terrorists,Crime|Drama|Thriller
93737,The Pick-up Artist,Comedy|Crime|Drama
323633,Melvin Goes to Dinner,Comedy|Drama|Romance
47956,The Court-Martial of Billy Mitchell,Biography|Drama|War
310924,Crime Spree,Action|Comedy|Crime
222812,Beyond Re-Animator,Comedy|Crime|Horror
162958,Final Cut,Drama|Thriller
61758,Hells Angels on Wheels,Crime|Drama|Thriller
73906,The Wind and the Lion,Action|Adventure|Drama
50706,Mon Oncle,Comedy
54469,Where the Boys Are,Comedy|Drama|Romance
33553,Dr. Jekyll and Mr. Hyde,Horror|Sci-Fi
46487,Monsieur Hulot's Holiday,Comedy
38762,My Darling Clementine,Biography|Drama|Western
43915,People Will Talk,Comedy|Drama|Romance
41498,I Was a Male War Bride,Comedy|Romance|War
61581,Divorce American Style,Comedy
50599,Kiss Them for Me,Comedy|Romance
37382,To Have and Have Not,Adventure|Comedy|Romance
33717,High Sierra,Action|Adventure|Crime
39302,Dark Passage,Film-Noir|Thriller
36244,The Ox-Bow Incident,Drama|Western
33149,They Drive by Night,Crime|Drama|Film-Noir
87718,Micki + Maude,Comedy|Romance
22268,Platinum Blonde,Comedy|Romance
28346,Reefer Madness,Drama|Thriller
42369,D.O.A.,Crime|Drama|Film-Noir
40185,The Boy with Green Hair,Comedy|Drama|Family
76578,Pumping Iron,Documentary|Sport
292610,No Good Deed,Action|Crime|Drama
61122,The Trouble with Angels,Comedy|Family
104009,Cool World,Animation|Comedy|Fantasy
107594,Money for Nothing,Comedy|Crime|Drama
60980,The Silencers,Action|Adventure|Comedy
63800,Where Angels Go Trouble Follows!,Comedy
84058,Heat and Dust,Drama|Romance
91513,Mesmerized,Drama
47528,La Strada,Drama
72730,A Boy and His Dog,Comedy|Drama|Sci-Fi
74777,The Last Tycoon,Drama|Romance
52080,Ashes and Diamonds,Drama|Romance|War
64639,Marooned,Adventure|Drama|Sci-Fi
89420,King David,Adventure|Biography|Drama
50585,Kanal,Drama|War
6864,Intolerance: Love's Struggle Throughout the Ages,Drama|History
54673,The Beast of Yucca Flats,Horror|Sci-Fi
54393,Tormented,Horror|Thriller
49922,The Violent Years,Crime|Film-Noir|Thriller
62803,Chitty Chitty Bang Bang,Adventure|Family|Fantasy
290879,The Legend of Suriyothai,Action|Adventure|Drama
66193,The Out of Towners,Comedy
105810,Where the Day Takes You,Crime|Drama|Thriller
56580,The Three Stooges in Orbit,Comedy|Sci-Fi
18033,It,Comedy|Romance
289879,The Butterfly Effect,Sci-Fi|Thriller
335559,Win a Date with Tad Hamilton!,Comedy|Romance
379557,Touching the Void,Documentary|Adventure|Drama
315824,The Big Bounce,Comedy|Crime
314498,The Perfect Score,Comedy|Crime
365957,You Got Served,Drama|Music
345551,Latter Days,Comedy|Drama|Romance
337579,Barbershop 2: Back in Business,Comedy|Drama
337917,Catch That Kid,Adventure|Comedy|Crime
349825,Miracle,Biography|Drama|History
234940,Un couple í©patant,Comedy|Romance
309987,The Dreamers,Drama|Romance
307109,The Lost Skeleton of Cadavra,Comedy|Horror|Sci-Fi
108560,Who's the Man?,Comedy|Drama|Mystery
100065,Love at Large,Comedy|Drama|Mystery
101998,Hangin' with the Homeboys,Comedy|Drama
111218,Sleep with Me,Comedy|Drama
91310,Just Between Friends,Drama
69332,Super Fly,Action|Crime|Drama
76543,A Piece of the Action,Crime|Comedy
73282,Let's Do It Again,Action|Comedy|Crime
72351,Uptown Saturday Night,Action|Comedy|Crime
129136,Hell's Kitchen,Drama|Crime
106185,The Innocent,Drama
73901,The Wilby Conspiracy,Action|Adventure|Drama
68284,Blacula,Fantasy|Horror|Romance
70656,Scream Blacula Scream,Fantasy|Horror
245943,Da Hip Hop Witch,Action|Adventure|Comedy
88213,Swing Shift,Drama|Romance|War
105636,Trespass,Action|Thriller
328538,Thirteen,Drama
105411,Simple Men,Crime|Drama|Romance
75161,The Sailor Who Fell from Grace with the Sea,Drama|Mystery|Thriller
70694,"Silent Night, Bloody Night",Horror|Mystery|Thriller
39825,The Sin of Harold Diddlebock,Comedy
110867,Pontiac Moon,Drama
86955,Best Defense,Comedy|War
343660,50 First Dates,Comedy|Romance
361925,Welcome to Mooseport,Comedy|Romance
233230,ApríÂs la vie,Crime|Drama
293146,Face,Drama
323872,Salmer fra kjíkkenet,Comedy|Drama
304391,The Code,Action|Crime|Thriller
329388,Monsieur Ibrahim,Comedy|Drama
67927,Vanishing Point,Action|Crime|Thriller
42619,Diary of a Country Priest,Drama
15400,The Thief of Bagdad,Adventure|Family|Fantasy
52738,The Diary of Anne Frank,Biography|Drama|Family
74121,Allegro non troppo,Animation|Comedy|Fantasy
90738,Black Widow,Crime|Drama|Thriller
221344,Herod's Law,Comedy|Crime|Mystery
89153,Flesh+Blood,Adventure|Drama|Romance
89421,King Solomon's Mines,Action|Adventure|Comedy
16654,The Black Pirate,Adventure|Action
91828,Raw Deal,Action|Crime|Thriller
31385,"Goodbye, Mr. Chips",Drama|Romance
60420,"Follow Me, Boys!",Drama|Family
99575,Fire Birds,Action|Adventure
301777,Robot Stories,Drama|Romance|Sci-Fi
312329,Against the Ropes,Biography|Drama|Romance
361467,Confessions of a Teenage Drama Queen,Comedy|Family|Music
356150,EuroTrip,Comedy
335345,The Passion of the Christ,Drama
331953,Club Dread,Comedy|Horror|Thriller
338096,Dirty Dancing: Havana Nights,Drama|Music|Romance
315297,Twisted,Crime|Drama|Mystery
349079,Alila,Comedy|Drama
301357,Good Bye Lenin!,Drama|Romance
317648,Hidalgo,Action|Adventure|Biography
335438,Starsky & Hutch,Comedy|Crime
258816,The Reckoning,Crime|Drama|Mystery
60827,Persona,Drama|Thriller
64793,The Passion of Anna,Drama
56671,Walk on the Wild Side,Drama|Romance
41967,Tokyo Joe,Crime|Drama|Film-Noir
76686,The Serpent's Egg,Drama|Mystery|Thriller
50397,Fire Down Below,Adventure|Drama
35753,Le Corbeau,Crime|Drama|Mystery
74554,The Front,Comedy|Drama
46187,Pickup on South Street,Crime|Film-Noir|Thriller
64118,The Damned,Drama|War
270197,American Gun,Drama
49674,Richard III,Biography|Drama|History
82964,Quartet,Drama|Romance
89393,Just One of the Guys,Comedy|Romance
60232,The Chase,Crime|Drama|Thriller
95454,The Kiss,Drama|Fantasy|Horror
210389,Wisconsin Death Trip,Drama|History
56704,The Wrong Arm of the Law,Comedy|Crime
358349,Agent Cody Banks 2: Destination London,Action|Adventure|Comedy
265208,The Girl Next Door,Comedy|Drama|Romance
363988,Secret Window,Mystery|Thriller
317842,Knafayim Shvurot,Drama
371683,Games People Play: New York,Comedy
303348,How to Draw a Bunny,Documentary
329767,Wilbur Wants to Kill Himself,Comedy|Drama|Romance
109447,Clifford,Comedy
107473,Mad Dog and Glory,Comedy|Crime|Drama
118172,Mr. Toad's Wild Ride,Adventure|Comedy|Family
82810,Night Crossing,Drama|Family|History
50839,Peyton Place,Drama|Romance
318049,Searching for Debra Winger,Documentary
94288,Walk Like a Man,Comedy
363547,Dawn of the Dead,Action|Horror|Thriller
338013,Eternal Sunshine of the Spotless Mind,Drama|Romance|Sci-Fi
364045,Taking Lives,Crime|Mystery|Thriller
355683,Ein Leben lang kurze Hosen tragen,Crime|Drama
332658,Intermission,Comedy|Crime|Drama
351461,Ní_i albiní_i,Drama
300051,Jersey Girl,Comedy|Drama|Romance
335245,The Ladykillers,Comedy|Crime|Thriller
354766,Never Die Alone,Action|Crime|Drama
331632,Scooby-Doo 2: Monsters Unleashed,Adventure|Comedy|Family
305583,A Foreign Affair,Comedy|Drama|Romance
276919,Dogville,Crime|Drama
277941,Ned Kelly,Action|Adventure|Biography
167190,Hellboy,Action|Fantasy|Horror
299172,Home on the Range,Animation|Comedy|Family
337697,The Prince and Me,Comedy|Family|Romance
351977,Walking Tall,Action|Crime
301976,The United States of Leland,Drama
359517,Johnson Family Vacation,Comedy
318974,The Alamo,Drama|History|War
327679,Ella Enchanted,Comedy|Family|Fantasy
327247,The Whole Ten Yards,Comedy|Crime|Thriller
326977,I'm Not Scared,Crime|Drama|Mystery
323939,Shade,Crime|Thriller
336264,Depuis qu'Otar est parti...,Drama
315110,Twentynine Palms,Drama
49833,The Ten Commandments,Adventure|Drama
77402,Dawn of the Dead,Horror|Thriller
69824,"Brother Sun, Sister Moon",Biography|Drama|History
60782,One Million Years B.C.,Adventure|Fantasy
307351,Prey for Rock & Roll,Drama|Music
74923,"Mother, Jugs & Speed",Comedy|Drama
62708,Bandolero!,Action|Crime|Drama
90036,The Slugger's Wife,Comedy|Music|Romance
59797,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,Adventure|Comedy|Family
42327,Cheaper by the Dozen,Comedy|Drama|Family
70644,Scenes from a Marriage,Drama
44410,Belles on Their Toes,Comedy
66130,Ned Kelly,Biography|Crime|Drama
104783,Mac,Drama
74540,The Food of the Gods,Adventure|Horror|Sci-Fi
97371,Food of the Gods II,Sci-Fi|Horror
92569,Anna,Drama
31322,The Flying Deuces,Comedy|War
41098,Africa Screams,Comedy|Adventure
44762,Jack and the Beanstalk,Comedy|Family|Fantasy
86058,The Osterman Weekend,Action|Drama|Thriller
93582,Munchies,Comedy|Fantasy|Horror
77304,The Cat and the Canary,Comedy|Mystery|Horror
342508,Hangman's Curse,Horror|Mystery|Thriller
79219,Going in Style,Comedy|Crime|Drama
76301,The Late Show,Comedy|Mystery|Thriller
73766,The Sunshine Boys,Comedy
104550,Jersey Girl,Comedy|Drama|Romance
259182,The American Nightmare,Documentary|Horror
88680,After Hours,Comedy|Crime|Drama
58725,Viva Las Vegas,Comedy|Musical
70061,"Film d'amore e d'anarchia, ovvero 'stamattina alle 10 in via dei Fiori nella nota casa di tolleranza...'",Comedy|Drama|Romance
179218,Hitman Hart: Wrestling with Shadows,Documentary|Biography|Sport
345074,Connie and Carla,Comedy|Crime|Music
378194,Kill Bill: Vol. 2,Action|Crime|Drama
330793,The Punisher,Action|Crime|Drama
380615,Paper Clips,Documentary|War
358590,A Thousand Peace Clouds Encircle the Sky,Drama|Romance
289635,Young Adam,Crime|Drama
308488,This So-Called Disaster: Sam Shepard Directs the Late Henry Moss,Documentary
337563,13 Going on 30,Comedy|Fantasy|Romance
328107,Man on Fire,Action|Crime|Drama
398872,Clifford's Really Big Movie,Animation|Adventure|Comedy
326856,Envy,Comedy
335121,Godsend,Drama|Horror|Sci-Fi
323033,Laws of Attraction,Comedy|Romance
377092,Mean Girls,Comedy
277895,Mickey,Drama|Sport
363282,New York Minute,Comedy|Crime|Family
338526,Van Helsing,Action|Adventure
339419,The Mudge Boy,Crime|Drama|Romance
296915,Valentin,Comedy|Drama|Romance
349169,Breakin' All the Rules,Comedy|Romance
332452,Troy,Adventure
293007,Carandiru,Drama|Crime
379217,Coffee and Cigarettes,Comedy|Drama|Music
329111,Les í©garí©s,Drama|Romance|War
109529,Dance Me Outside,Comedy|Drama
65488,The Boys in the Band,Drama
330802,Raid,Action|Crime|Thriller
160184,Eye See You,Crime|Horror|Mystery
94089,Swimming to Cambodia,Comedy|Drama
86510,Under Fire,Drama|War
89092,Enemy Mine,Action|Adventure|Drama
70034,Enter the Dragon,Action|Crime|Drama
114651,Terra Estrangeira,Action|Crime|Drama
65780,Gimme Shelter,Documentary|Music|Thriller
53134,Good Morning,Comedy|Drama
118845,Happy Together,Drama|Romance
99762,Henry & June,Biography|Drama
99121,Berkeley in the Sixties,Documentary
100557,The Nasty Girl,Comedy|Drama|History
60736,The Naked Prey,Adventure|Drama|Thriller
77914,Martin,Drama|Horror
51077,The Three Faces of Eve,Drama|Mystery
185906,Band of Brothers,Action|Drama|History
108906,Riget,Comedy|Drama|Fantasy
99409,Desperate Hours,Action|Crime|Drama
140447,The Passion of Ayn Rand,Biography|Drama|Romance
51561,Du cíÇtí© de la cíÇte,Documentary|Short|History
214388,100 Girls,Comedy|Romance
58083,Fail-Safe,Drama|Thriller
98061,Paperhouse,Drama|Fantasy
118996,Dobermann,Action|Crime|Thriller
251052,The Discovery of Heaven,Drama|Fantasy
58279,Kwaidan,Drama|Fantasy|Horror
45609,Cat-Women of the Moon,Adventure|Sci-Fi
88650,28 Up,Documentary|Biography
253016,Love Life,Comedy|Romance
62512,You Only Live Twice,Action|Adventure|Thriller
86034,Octopussy,Action|Adventure|Thriller
45564,The Blue Gardenia,Crime|Drama|Film-Noir
243664,Wit,Drama
86006,Never Say Never Again,Action|Adventure|Thriller
113725,Maborosi,Drama
73822,The Magic Flute,Comedy|Fantasy|Music
31647,Midnight,Comedy|Romance
32943,Pride and Prejudice,Drama|Romance
49474,The Man in the Gray Flannel Suit,Drama|Romance|War
41386,The Fountainhead,Drama|Romance
36230,Old Acquaintance,Drama|Romance
34890,In This Our Life,Drama
35567,Woman of the Year,Comedy|Drama|Romance
48673,Summertime,Romance|Drama
103251,White Palace,Drama|Romance
48445,Oklahoma!,Comedy|Drama|Musical
89015,Desert Hearts,Drama|Romance
86984,Body Double,Horror|Mystery|Thriller
73636,Rooster Cogburn,Adventure|Drama|Western
103939,Chaplin,Biography|Comedy|Drama
56241,The Miracle Worker,Biography|Drama
102467,Monster in a Box,Comedy|Drama
211718,Vengo,Musical|Drama
166707,Midnight,Drama
180303,If You Only Knew,Romance|Comedy
138467,Girl,Comedy|Drama|Music
103016,Switch,Comedy|Fantasy
119434,Just Write,Comedy|Romance
